Nome,ticker,valor,resumo_final,tag1,tag2,tag3,tag4,tag5
Banestes,bees4,https://www.banestes.com.br,"Banestes S.A. - Banco do Estado do Espírito Santo is a publicly traded multiple bank controlled by the State of Espírito Santo, Brazil, established in 1937. It has the largest banking network in the state with agencies in all 78 municipalities and a comprehensive portfolio of financial products and services for individuals and businesses. The bank offers traditional banking services including internet banking, corporate banking, credit products (such as housing, rural, microcredit, and green credit for renewable energy and electric vehicles), investment options (including CDB and private pension), insurance (life, auto, personal accident, residential), capital management, and securities distribution through its subsidiaries. Banestes also promotes social, cultural, and environmental responsibility, supporting community projects and sustainable financing, and maintains strong governance and risk management practices. It operates related entities like Banescaixa (employee assistance), Fundação Banestes (social security), Banestes Administradora e Corretora de Seguros (insurance brokerage), Banestes Distribuidora de Títulos e Valores Mobiliários (securities distribution), and Banestes Seguros (insurance company).",['Financials'],"['Financial and Insurance Services', 'Financial Instruments, Products, Contracts and Agreements']","['Banking and investment', 'Insurance and retirement services', 'Securities', 'Credit agencies']","['Banking institutions', 'Insurance services for structures and property and possessions', 'Life and health and accident insurance', 'Pension funds', 'Investment advice', 'Securities and commodities markets services']","['Publicly owned banks', 'Life insurance', 'Car or truck insurance', 'Accidental injury insurance', 'Homeowners or renters insurance', 'Insurance broking fees and commission']"
Minupar,mnpr3,https://www.minupar.com.br,"Minupar Participações S.A. is a holding company primarily engaged in owning shares of other companies. Its main operation is through its indirect subsidiary, Companhia Minuano de Alimentos, which is vertically integrated within the poultry industry. This subsidiary handles activities ranging from the breeding of parent poultry stock to the production and slaughter of birds, offering services primarily to third parties. Minupar provides integrated poultry production and processing services, managing the entire supply chain from farm to final product. Key services include poultry breeding, production, slaughtering, and related service provision to other companies. The company is headquartered in Lajeado, Rio Grande do Sul, Brazil, and is publicly listed under the ticker MNPR3.",['Consumer Staples'],"['Food and Beverage Products', 'Live Plant and Animal Material and Accessories and Supplies']",['Meat and poultry products'],['Minimally processed meat and poultry products'],"['Chicken, minimally processed without additions']"
Pettenati,ptnt4,https://www.pettenati.com.br,"Pettenati is a leading textile company based in the Americas, specializing in the production of circular knit fabrics and ready-made textile solutions. Established over 60 years ago, it operates with three main manufacturing units, including facilities in Brazil and El Salvador, focusing on sustainable and innovative textile production. Pettenati offers a wide range of textile products such as over 200 patterns including plain, printed, and jacquard fabrics in natural (100% cotton), stretch cotton, microfiber stretch, synthetics, softs, fleeces, plush, piquets, and technological fabrics. Their products cater to various fashion segments including women's, men's, children's, infant fashion, casual, sport/activewear, streetwear, and intimate apparel. The company emphasizes sustainability, integrating ESG principles into their operations and supply chain, using eco-friendly materials like recycled polyester from PET bottles, recycled cotton, and Modal®. They also provide private label full-package garment manufacturing for major national and international sports brands, with a capacity of producing around 200,000 items per month. Pettenati is committed to continuous innovation, quality, and customer service, leveraging advanced technologies like automation, artificial intelligence, and lean manufacturing. They maintain a strong focus on social responsibility, employee development via their corporate university (UNIPETTE), workplace safety, and community engagement. Their global presence spans Brazil, Mercosur, Central America, North America, Europe, South Africa, and Israel. Major services and product categories include textile fabric production, eco-friendly textiles, private label garment manufacturing, textile design and development, and personalized client services such as training and factory visits.",['Consumer Discretionary'],"['Apparel and Luggage and Personal Care Products', 'Furniture and Furnishings']",['Clothing'],"['Athletic wear', 'Tshirts', 'Dresses and skirts and saris and kimonos']","['Womens athletic wear', 'Mens athletic wear', 'Boys athletic wear', 'Girls athletic wear', 'Infants dresses or skirts or saris or kimonos']"
Döhler,dohl4,https://www.infomoney.com.br,"InfoMoney is a leading digital ecosystem in Brazil specializing in financial markets, investments, and business communication. Established in 2000 and part of the XP Inc. group, InfoMoney aims to democratize access to quality financial information to improve people's lives. Its offerings include news and analysis across various formats and platforms, covering markets, where to invest, politics, economy, and more. The company also provides educational content such as courses, ebooks, and financial tools like investment simulators and fund comparators. Additionally, InfoMoney hosts brands like Stock Pickers and Zero ao Topo, focusing on the financial sector and entrepreneurship. It offers customized solutions and special projects for various businesses and brands, accompanied by advertising and sponsored content services. InfoMoney operates with a dedicated customer service team and maintains strict policies on data privacy and user information, adhering to relevant laws such as Brazil's LGPD. Despite being part of XP Inc., its editorial content is produced independently to ensure unbiased and high-quality financial journalism.","['Financials', 'Communication Services']","['Financial Instruments, Products, Contracts and Agreements', 'Financial and Insurance Services']","['Banking and investment', 'Securities', 'General agreements and contracts']","['Investment advice', 'Securities and commodities markets services', 'Funds transfer and clearance and exchange services']","['Investment advisers', 'Investment analysis', 'Market data', 'Financial asset management service', 'Investment policy']"
Rede Energia,rede3,https://www.energisa.com.br,"Energisa is a leading Brazilian energy company with over 120 years of history, providing energy distribution, transmission, generation, and innovative energy solutions across various Brazilian states. Their services span residential and commercial customers, offering electricity supply, renewable energy projects (solar and wind), energy efficiency programs, and gas distribution. They also provide digital solutions like the Energisa Digital Labs for AI and data analytics in the energy sector. The company is strongly committed to sustainability, social mobility, and environmental impact mitigation, exemplified by programs like Luz Para Todos and their initiatives in decarbonization and renewable energy generation. Additional services include customer support, energy consumption monitoring, negotiated billing, and services tailored for large clients. Energisa also supports cultural development through the Instituto Energisa and promotes innovation via research and development, open innovation challenges, and infrastructure investments. Their product and service portfolio includes electricity distribution and transmission, centralized and distributed renewable energy generation, natural gas distribution, financial services such as credit and debt negotiation, and digital customer engagement platforms.",['Energy'],['Mining and oil and gas services'],"['Oil and gas exploration services', 'Oil and gas extraction and production enhancement services', 'Oil and gas data management and processing services', 'Oil and gas well project management services']",['Other oilfield support services'],"['Oilfield research and development services', 'Oil and gas technology licensing service', 'Technical consultant services']"
Dtcom,dtcy3,https://www.dtcom.com.br,"DTCOM is a Brazilian company founded in 1999 that specializes in digital educational technologies. It helps companies and higher education institutions achieve satisfactory results through innovative educational solutions, impacting over 5 million students and training more than 10 million workers. Their main offerings include a comprehensive digital learning ecosystem, content production services, and advanced educational technologies. Their 'Fábrica DTCOM' creates customized educational materials such as courses, disciplines, videos, podcasts, quizzes, infographics, and interactive resources including virtual and augmented reality, all integrated into Learning Management Systems (LMS). They also provide consultancy, develop teaching content with expert authorship, design educational materials, and emphasize quality control. DTCOM focuses on personalized and engaging learning experiences suitable for distance and hybrid education, leveraging technologies like artificial intelligence to enhance learning.","['Communication Services', 'Consumer Discretionary', 'Information Technology']",['Education and Training Services'],"['Vocational training', 'Alternative educational systems', 'Educational institutions', 'Specialized educational services']","['Distance learning services', 'Adult education', 'Professional schools', 'Management education and training services', 'Educational support services']","['Distance teaching services', 'Certificated distance learning services', 'Distance learning guidance services', 'Educational planning service', 'Curriculum development service']"
Trevisa,luxm4,https://www.trevisa.com.br,"Trevisa is a Brazilian company with a history detailed on their website. They offer products and services related to their field, but specific product or service categories are not provided in the available text.",['Consumer Discretionary'],['Organizations and Clubs'],['Work related organizations'],['Business associations'],['Sectoral business associations']
Metalúrgica Riosulense,rsul4,https://www.riosulense.com.br,"RIO, also known as Metalúrgica Riosulense S.A., is a Brazilian company established since 1946 specializing in manufacturing high-precision metal components primarily for the automotive sector. It is the largest Latin American manufacturer of engine components for light vehicles, utility vehicles, trucks, agricultural machines, motorcycles, as well as products for railway and naval transportation. RIO offers a vast product portfolio with over 8,000 items, including parts for engines, OEM market products, replacement parts for automotive repair, and prototype manufacturing using advanced technologies like 3D printing. The company emphasizes quality and innovation, certified by standards such as IATF 16949:2016 and ISO 14001, and exports to over 25 countries. RIO is committed to sustainability, implementing eco-friendly production processes, energy efficiency, waste recycling, water treatment, and acquiring renewable energy certificates. Services include supplying high-quality automotive replacement parts for various vehicle lines (light, utility, heavy), technical support, and access to detailed product catalogs and training initiatives. Their customer-focused approach supports workshops and repair shops with reliable products that enhance vehicle performance and reduce maintenance rework.",['Industrials'],"['Manufacturing Components and Supplies', 'Industrial Production and Manufacturing Services', 'Tools and General Machinery']","['Machine made parts', 'Machined castings', 'Packings glands boots and covers', 'Machinings', 'Manufacturing support services']","['High precision machinings', 'Automotive boots and covers', 'Standard precision machinings']","['Steel high precision machining', 'Aluminum high precision machining', 'Brass high precision machining', 'Automotive transmission shift lever boot', 'Ignition boot']"
Grazziotin,cgra3,https://www.grazziotin.com.br,"Grupo Grazziotin is a diversified Brazilian company offering a broad range of services and products primarily in retail and financial sectors. Their retail operations include multiple store brands such as Lojas Grazziotin, Tottal Casa & Lazer, Pormenos, Franco Giorgi, and GZT, providing a variety of consumer goods. They also offer gift cards. In financial services, they operate Grazziotin Financeira, which encompasses financial services, insurance (Grazziotin Seguros), and credit services (Grazziotin Crédito). Additionally, the group is involved in agriculture through Floresta Piratini and Grato Agropecuária. They have a strong commitment to social responsibility through initiatives like the Compra Solidária social project and emphasize governance, ESG practices, and community engagement. The company also maintains resources for investors and shareholders, including financial reports and corporate governance documents.","['Consumer Discretionary', 'Financials']","['Financial and Insurance Services', 'Retail and Consumer Products']","['Banking and investment', 'Insurance and retirement services', 'Credit agencies']","['Insurance services for structures and property and possessions', 'Personal credit agencies', 'Business credit agencies', 'Investment advice']","['Homeowners or renters insurance', 'Insurance broking fees and commission', 'Financial asset management service']"
Ourofino Saúde Animal,ofsa3,https://www.ourofino.com,"Ourofino Saúde Animal is a Brazilian veterinary pharmaceutical company specializing in animal health solutions. Founded in 1987, it produces and markets over 100 products for various animal categories including bovines, equines, poultry, swine, and pets, both in Brazil and internationally. The company's main offerings include medications, vaccines (both traditional and recombinant), biological products, ectoparasiticides, supplements, reproductive products, and behavioral modulators. Ourofino actively invests in research and development, sustainability, and compliance, emphasizing well-being, ethical practices, and technological innovation in animal health. The company also has a strong governance structure, a commitment to transparency, and adherence to high standards in manufacturing and corporate responsibility.",['Health Care'],"['Pharmaceutical Products incl. Contraceptives and Vaccines', 'Medical Equipment and Accessories and Supplies']","['Veterinary equipment and supplies', 'Anthelmintics', 'Drugs affecting the gastrointestinal system']",['Veterinary products'],"['Gastrointestinal veterinary products', 'Blood or blood forming veterinary products', 'Respiratory system veterinary products', 'Musculo skeletal or nervous system veterinary products', 'Cardiovascular system veterinary products', 'Dermatological or antiprotozoa veterinary products', 'Genito urinary system sex or hormone veterinary products', 'Dental veterinary products']"
General Shopping & Outlets,gshp3,https://www.generalshopping.com.br,"General Shopping e Outlets do Brasil is a publicly traded company with over 30 years of experience, recognized as a leader in the shopping center and outlet center segments in Brazil. The company operates a portfolio of shopping malls and outlet centers across the country, serving diverse markets with tailored retail and leisure experiences. Their key properties include Outlet Premium São Paulo, the first outlet center in South America; Outlet Premium Grande São Paulo; Outlet Premium Brasília; Parque Shopping Maia; Parque Shopping Barueri; and Cascavel JL Shopping. Services offered include retail leasing for stores and kiosks, media and merchandising opportunities, and marketing strategies customized to the profile of each shopping center's clientele. General Shopping focuses on creating innovative, comfortable, and well-located shopping environments that attract a broad customer base, including families and corporate clients, with a strong emphasis on leisure and entertainment options.","['Consumer Discretionary', 'Real Estate']","['Land and Buildings and Structures and Thoroughfares', 'Travel and Food and Lodging and Entertainment Services']","['Land parcels', 'Permanent buildings and structures', 'Entertainment services']","['Commercial land parcels', 'Commercial and entertainment buildings and structures', 'Leisure service']","['Shopping mall', 'Shopping center', 'Cafeteria']"
Telebras,telb3,https://www.telebras.com.br,"Telebras (Telecomunicações Brasileiras S.A.) is a Brazilian government-linked mixed-capital company, linked to the Ministry of Communications. Its primary mission is to provide high-capacity connectivity solutions across Brazil, supporting digital inclusion policies and public administration telecommunications needs. Telebras operates a resilient optical fiber backbone network spanning over 28,000 km and offers nationwide coverage through its Strategic Defense and Communications Geostationary Satellite (SGDC). The company plays a strategic and sovereign role by guaranteeing secure and independent satellite communication for the government, including in border and remote areas, as well as during emergencies. It supports regional internet providers by supplying broadband infrastructure, thus fostering regional economies and competition in the telecom sector. Telebras offers a range of telecommunications solutions, including terrestrial and satellite-based connectivity services, tailored for both government and private sector clients. Its main products and services include Telebras SAT (satellite connectivity), IP Telebras, point-to-point (P2P) connections, and Layer 3 VPN/MPLS solutions. The company emphasizes transparency, governance, and regulatory compliance, with active involvement in public digital inclusion programs such as GESAC and Wi-Fi Brasil. Telebras is also involved in strategic partnerships and infrastructure contracts to expand broadband access throughout Brazil.",['Communication Services'],['Information Technology Broadcasting and Telecommunications'],"['Data Voice or Multimedia Network Equipment or Platforms and Accessories', 'Components for information technology or broadcasting or telecommunications']","['Optical network devices', 'Digital mobile network infrastructure equipment and components', 'Telecommunications solutions', 'Network service equipment']","['Optical networking lasers', 'Optical transmitters', 'Network switches', 'Network routers', 'Optical multiplexer']"
Dexxos,dexp4,https://www.dexxos.com.br,"Dexxos Participações S.A. is a publicly traded Brazilian holding company established in 1997, listed on the B3 stock exchange. It primarily invests in and controls companies in the chemical and steel sectors. The company holds controlling interests in GPC Química S.A., Apolo Tubos e Equipamentos S.A., and Apolo Tubulars S.A., and shares control with Petrobras in Metanor S.A. and Copenor. Dexxos operates in markets supplying key Brazilian economic sectors such as infrastructure, construction, wood panels, and oil and gas. Its subsidiaries produce chemical products including formaldehyde, resins, methanol, and steel products such as carbon steel tubes, catering to industrial applications. The company emphasizes quality and sustainability, holding certifications like ISO 9001, ISO 14001, and has received various industry and financial recognitions. Dexxos offers products and services across chemical manufacturing (e.g., formaldehyde, resins, methanol), steel manufacturing (carbon steel tubes for petroleum, construction, naval and automotive industries), and related technical support and assistance.","['Materials', 'Industrials']","['Chemicals including Bio Chemicals and Gas Materials', 'Manufacturing Components and Supplies', 'Industrial Production and Manufacturing Services']","['Chemical products', 'Steel products', 'Additives', 'Compounds and mixtures', 'Industrial optics']","['Indicators and Reagents', 'Catalysts', 'Chemical scavengers', 'Industrial antiseptics', 'Water treatment', 'Biochemicals', 'Inorganic compounds']","['Reagent kits', 'Intercalating agents', 'Hydrogen sulfide scavengers', 'Sulfhydryl reagents', 'Production oil treatment chemicals']"
Cedro Têxtil,cedo4,https://www.cedro.com.br,"Cedro Textil, founded in 1872, is a Brazilian textile company specializing in the production of fabrics for the Jeanswear (fashion denim) and Workwear (professional uniforms) sectors. With over 150 years of continuous operation, it is one of the largest textile fabric producers in Brazil. The company has modernized its industrial plants with advanced technologies focusing on sustainability, achieving significant reductions in energy, water consumption, and emissions. Cedro offers denim, brins, and telas fabrics for both domestic and export markets, particularly in Latin America. Cedro emphasizes quality, creativity, sustainability, and social responsibility, and maintains certifications such as ISO 9001 and ISO 14001. It operates multiple factories and distribution centers in Brazil and provides products primarily for jeanswear and professional workwear segments.","['Consumer Discretionary', 'Industrials']","['Apparel and Luggage and Personal Care Products', 'Manufacturing Components and Supplies']",['Clothing'],"['Jeanswear', 'Workwear', 'Uniforms']","['Work uniform', 'Corporate uniforms']"
Banco de Brasília,bsli3,https://www.brb.com.br,"BRB - Banco de Brasília S.A. is a financial institution based in Brasília, Brazil, offering a comprehensive range of banking and financial services. For individual customers, it provides account opening, investments including BRB Investimentos, credit and financing options, consortia, education in finance, insurance, pension plans, currency exchange, payment solutions including PIX limits and second copies of bills, as well as social programs and services. For business clients, BRB offers corporate accounts, agribusiness financing, credit lines, corporate cards, currency exchange services, payment and receipt processing, business benefits, and point-of-sale machines. The bank also emphasizes transparency and integrity in its operations, with a dedicated Integrity System combating corruption and fraud, support for open finance allowing customers greater control and integration of their financial data, initiatives supporting women entrepreneurs through BRB Mulher, and robust privacy and data protection practices.",['Financials'],['Financial and Insurance Services'],['Banking and investment'],"['Banking institutions', 'Funds transfer and clearance and exchange services', 'Investment advice', 'Currency exchange services']","['Privately owned banks', 'Currency exchange services', 'Payment gateway services', 'Financial asset management service', 'Investment policy']"
Participações Aliança da Bahia,peab4,https://www.aliancaparticipacoes.com.br,"Companhia de Participações Aliança da Bahia is a Brazilian company based in Salvador, Bahia, engaged primarily in investments and participation in other companies. The company provides financial information and maintains a focus on governance, investor relations, and shareholder communication through digital channels. Its main services include managing investments and corporate participations, and it offers various resources such as financial reports, assembly minutes, regulatory notices, and shareholder communications through its investor relations portal.","['Financials', 'Communication Services']","['Financial Instruments, Products, Contracts and Agreements', 'Financial and Insurance Services']","['Banking and investment', 'Securities', 'General agreements and contracts']","['Investment advice', 'Equity based securities', 'Funds transfer and clearance and exchange services']","['Investment advisers', 'Investment analysis', 'Financial asset management service']"
Banco de Brasília,bsli4,https://www.brb.com.br,"BRB - Banco de Brasília S.A. is a financial institution based in Brasília, Brazil, offering a comprehensive range of banking and financial services. For individual customers, it provides account opening, investments including BRB Investimentos, credit and financing options, consortia, education in finance, insurance, pension plans, currency exchange, payment solutions including PIX limits and second copies of bills, as well as social programs and services. For business clients, BRB offers corporate accounts, agribusiness financing, credit lines, corporate cards, currency exchange services, payment and receipt processing, business benefits, and point-of-sale machines. The bank also emphasizes transparency and integrity in its operations, with a dedicated Integrity System combating corruption and fraud, support for open finance allowing customers greater control and integration of their financial data, initiatives supporting women entrepreneurs through BRB Mulher, and robust privacy and data protection practices.",['Financials'],['Financial and Insurance Services'],"['Banking and investment', 'Insurance and retirement services']","['Banking institutions', 'Funds transfer and clearance and exchange services', 'Investment advice', 'Insurance services for structures and property and possessions', 'Pension funds']","['Privately owned banks', 'Currency exchange services', 'Payment gateway services', 'Financial asset management service', 'Insurance broking fees and commission', 'Employer administered pension funds']"
Renova Energia,rnew11,https://www.investidor10.com.br,"Investidor10 is a Brazilian online financial platform aimed at investors interested in long-term investment strategies, particularly in the 'Buy and Hold' approach. The platform offers comprehensive tools, educational content, and financial analysis to assist investors in managing and optimizing their portfolios. Key services and products include a portfolio manager with integration to B3 (the Brazilian Stock Exchange), advanced filtering and comparison tools for assets like stocks, real estate funds (FIIs), cryptocurrencies, and international investments. It provides extensive market data, rankings, dividend schedules, tax assistance tools (IRPF), and a wide range of investment courses covering stocks, fixed income, cryptocurrencies, real estate funds, and financial literacy. Investidor10 also offers a PRO subscription with enhanced features such as exclusive reports, recommended portfolios, and integration capabilities to facilitate investment decisions and reporting. The platform's content is informational and educational, designed to empower investors with knowledge and tools needed for making well-informed long-term investment decisions.","['Financials', 'Consumer Discretionary']","['Financial Instruments, Products, Contracts and Agreements', 'Financial and Insurance Services', 'Education and Training Services']","['Securities', 'Banking and investment', 'Educational institutions', 'Specialized educational services']","['Investment advice', 'Securities and commodities markets services', 'Educational support services']","['Investment advisers', 'Financial asset management service', 'Investment analysis', 'Market data', 'Educational planning service', 'Training workshop service']"
Haga,haga3,https://www.haga.com.br,"Haga S/A Indústria e Comércio is a Brazilian company specialized in the manufacturing and commercialization of metal hardware products, with nearly 90 years of history. The company focuses on continuous improvement, innovation, and sustainability. Its product portfolio includes locks, handles, hinges, sliding door kits, pivot door hardware, padlocks, cylinders, various complementary items, overlay products, steel or aluminum frames, specific-use products, furniture hardware, bolts, electronic products, and locksmith supplies. Haga serves both the retail and industrial markets, emphasizing quality, environmental responsibility, and strong customer relationships. The company is recognized as a top brand in the locks category and participates in industry events and social actions.",['Industrials'],"['Manufacturing Components and Supplies', 'Tools and General Machinery', 'Industrial Manufacturing and Processing Machinery and Accessories']",['Hardware'],"['Bolts', 'Miscellaneous hardware', 'Mounting hardware', 'Miscellaneous fasteners']","['Locks', 'Handles', 'Hinges', 'Bolts', 'Furniture hardware']"
Mangels,mgel4,https://www.mangels.com.br,"Mangels Industrial S.A., founded in 1928, is a Brazilian company specializing in manufacturing automotive and industrial components. The company produces a range of products including aluminum wheels (both OEM and Eco-Aluminum), commemorative edition wheels, LPG cylinders, rear axles, air reservoirs, and stamped parts. Additionally, Mangels offers services such as a cylinder exchange center and a steel service center. They serve major companies in the automotive, motorcycle, truck, bus, appliance, and gas sectors both in Brazil and internationally. Mangels emphasizes sustainability, quality management (ISO 9001, IATF 16949 certified), and corporate governance. Their sustainable efforts include the use of Eco-Aluminum for wheels to reduce environmental impact. The company operates multiple facilities across Brazil and focuses on product innovation, customer satisfaction, and social responsibility.",['Industrials'],"['Manufacturing Components and Supplies', 'Industrial Production and Manufacturing Services', 'Tools and General Machinery']","['Castings and casting assemblies', 'Machined castings', 'Stampings and sheet components', 'Machining and processing services', 'Manufacturing support services']","['Stamped components', 'Machining services']","['Aluminum stamped components', 'Stamping services', 'Aluminum wheels', 'Non ferrous alloy stamped components', 'Sustainability efforts']"
Haga,haga4,https://www.haga.com.br,"Haga S/A Indústria e Comércio is a Brazilian company specialized in the manufacturing and commercialization of metal hardware products, with nearly 90 years of history. The company focuses on continuous improvement, innovation, and sustainability. Its product portfolio includes locks, handles, hinges, sliding door kits, pivot door hardware, padlocks, cylinders, various complementary items, overlay products, steel or aluminum frames, specific-use products, furniture hardware, bolts, electronic products, and locksmith supplies. Haga serves both the retail and industrial markets, emphasizing quality, environmental responsibility, and strong customer relationships. The company is recognized as a top brand in the locks category and participates in industry events and social actions.",['Industrials'],"['Manufacturing Components and Supplies', 'Tools and General Machinery', 'Building and Construction Machinery and Accessories']",['Hardware'],"['Bolts', 'Miscellaneous hardware', 'Locks', 'Handles', 'Hinges', 'Furniture hardware']","['Bolts', 'Locking bolts', 'Pin or collar bolts', 'Screw covers', 'Handles or knobs']"
Celesc,clsc3,https://www.celesc.com.br,"Celesc – Centrais Elétricas de Santa Catarina S.A. is a holding company structured in 2006, operating mainly in the generation, transmission, and distribution of electric energy in the Brazilian state of Santa Catarina and neighboring areas. It has two integral subsidiaries: Celesc Distribuição, which distributes electricity to over 3.3 million consumer units across 285 municipalities; and Celesc Geração, which focuses on energy generation and transmission, managing its own generation park and participating in partnerships. Additionally, Celesc holds equity stakes in related infrastructure companies including the Companhia de Gás de Santa Catarina (SCGÁS), Empresa Catarinense de Transmissão de Energia (ECTE), Dona Francisca Energética S.A. (DFESA), and Companhia Catarinense de Água e Saneamento (CASAN). Its services encompass electric energy distribution, generation, transmission, natural gas distribution, and water and sanitation management within Santa Catarina. The company also operates various programs including energy efficiency initiatives, compliance programs, and socio-environmental responsibility projects. Celesc maintains strong governance structures with comprehensive administrative organs and regional agencies to serve customers, and has been recognized with numerous awards for service quality, innovation, and social responsibility.",['Utilities'],['Public Utilities and Public Sector Related Services'],['Utilities'],"['Electric utilities', 'Energy conservation', 'Water and sewer utilities']","['Supply of single phase electricity', 'Supply of two phase electricity', 'Supply of three phase electricity', 'Electric power transmission services', 'Industrial electric power distribution', 'Municipal electric power distribution', 'Energy conservation programs', 'Energy use reduction measures', 'Energy Utilities']"
Coelce,coce3,https://www.eneldistribuicao.com.br,"Enel Brasil is a leading private energy company operating in generation, distribution, commercialization, and innovative energy solutions. Present in multiple states including Rio de Janeiro, Ceará, and São Paulo, it serves over 15 million residential, commercial, industrial, rural, and public sector customers. The company focuses entirely on renewable energy generation with over 6 GW installed capacity, including wind, solar, and hydroelectric power. Through Enel Trading, it participates in the free energy market with more than 3,000 clients from varied industry sectors. Enel also operates Enel X, offering integrated and smart energy solutions such as distributed generation, energy efficiency, automation, energy storage, and electric mobility. The company emphasizes innovation, sustainability, diversity, and corporate responsibility while aiming for carbon neutrality by 2040. Additional services include customer support, digital platforms for billing and account management, and numerous social initiatives aligned with the United Nations Sustainable Development Goals.",['Energy'],['Mining and oil and gas services'],"['Oil and gas data management and processing services', 'Oil and gas exploration services']","['Oilfield economic and risk model services', 'Other logging services']",[]
CEB,cebr5,https://www.ceb.com.br,"Companhia Energética de Brasília (CEB) is a company focused on public lighting services and energy generation through hydroelectric power plants. It operates subsidiary companies such as CEB Iluminação Pública e Serviços S.A., CEB Geração S.A., CEB Lajeado S.A., and others, providing services like modernization and installation of public lighting, including LED lighting upgrades across various regions in Brasília. The company emphasizes governance, ethics, transparency, innovation, and sustainability in its operations.","['Energy', 'Utilities']",['Public Utilities and Public Sector Related Services'],['Utilities'],"['Electric utilities', 'Energy conservation']","['Supply of single phase electricity', 'Electric power transmission services', 'Municipal electric power distribution', 'Energy utilities']"
Electro Aço Altona,ealt3,https://www.altona.com.br,"Electro Aço Altona S.A. is a Brazilian company with over 100 years of experience specializing in steel casting and machining. It operates a large industrial park and serves more than 17 market segments including rail, agricultural machinery, oil & gas, energy generation, defense industry, structural components, construction & mining, dredging, naval, and industrial equipment. The company offers a wide range of steel casting solutions including engineering, modeling, foundry, inspection, heat treatment, machining, special processes, and boiler making. Electro Aço Altona is recognized globally for its quality processes, sustainability efforts, and commitment to social responsibility. It also runs talent attraction and development programs such as a Young Apprentice and Internship Program, along with providing competitive benefits to its employees. The company maintains certifications and complies with international sustainability standards and data privacy regulations.",['Industrials'],"['Industrial Manufacturing and Processing Machinery and Accessories', 'Manufacturing Components and Supplies', 'Building and Construction Machinery and Accessories', 'Power Generation and Distribution Machinery and Accessories', 'Environmental Services', 'Engineering and Research and Technology Based Services']","['Foundry machines and equipment and supplies', 'Machined castings', 'Metal cutting machinery and accessories', 'Metal forming machinery and accessories', 'Industrial process machinery and equipment and supplies']","['Foundry machines and equipment', 'Foundry supplies', 'Machined sand castings', 'Machined investment castings', 'Machined die castings']","['Steel sand machined castings', 'Ferrous alloy sand machined castings', 'Stainless steel sand machined castings', 'Casting machines', 'Foundry molds']"
Wetzel,mwet4,https://www.wetzel.com.br,"Wetzel S/A, founded in 1932 in Joinville, Brazil, is a company specializing in the production of aluminum automotive components and electrical installation products. The company operates through two main units: the Automotive unit, which manufactures aluminum automotive parts, and the Electrotechnical unit, which produces components for visible electrical installations in aluminum and PVC, industrial lighting, and explosion-proof solutions for classified areas. Wetzel serves markets in Latin America, North America, Europe, Africa, and Asia. The company emphasizes innovation, quality certifications (ISO 9001, IATF 16949, ISO 14001), and sustainability. Its product offerings include aluminum automotive components, electrical installation accessories, industrial lighting solutions, and explosion-proof electrical products. Wetzel also offers plastic injection molding and machining services. The company maintains a strong focus on quality management, environmental responsibility, and continuous improvement.",['Industrials'],"['Manufacturing Components and Supplies', 'Industrial Manufacturing and Processing Machinery and Accessories', 'Electrical Systems and Lighting and Components and Accessories and Supplies', 'Tools and General Machinery']","['Castings and casting assemblies', 'Machined castings', 'Moldings', 'Hardware', 'Electrical equipment and components and supplies']","['Machined die castings', 'Injection moldings']","['Aluminum die machined castings', 'Aluminum high pressure die machined casting', 'Plastic injection moldings']"
Pettenati,ptnt3,https://www.pettenati.com.br,"Pettenati is a leading textile company based in the Americas, specializing in the production of circular knit fabrics and ready-made textile solutions. Established over 60 years ago, it operates with three main manufacturing units, including facilities in Brazil and El Salvador, focusing on sustainable and innovative textile production. Pettenati offers a wide range of textile products such as over 200 patterns including plain, printed, and jacquard fabrics in natural (100% cotton), stretch cotton, microfiber stretch, synthetics, softs, fleeces, plush, piquets, and technological fabrics. Their products cater to various fashion segments including women's, men's, children's, infant fashion, casual, sport/activewear, streetwear, and intimate apparel. The company emphasizes sustainability, integrating ESG principles into their operations and supply chain, using eco-friendly materials like recycled polyester from PET bottles, recycled cotton, and Modal®. They also provide private label full-package garment manufacturing for major national and international sports brands, with a capacity of producing around 200,000 items per month. Pettenati is committed to continuous innovation, quality, and customer service, leveraging advanced technologies like automation, artificial intelligence, and lean manufacturing. They maintain a strong focus on social responsibility, employee development via their corporate university (UNIPETTE), workplace safety, and community engagement. Their global presence spans Brazil, Mercosur, Central America, North America, Europe, South Africa, and Israel. Major services and product categories include textile fabric production, eco-friendly textiles, private label garment manufacturing, textile design and development, and personalized client services such as training and factory visits.",['Consumer Discretionary'],"['Apparel and Luggage and Personal Care Products', 'Organizations and Clubs', 'Education and Training Services']",['Clothing'],"['Clothing accessories', 'Athletic wear', 'Nightwear', 'Dresses and skirts and saris and kimonos', 'Swimwear', 'Shirts and blouses', 'Tshirts', 'Overalls and coveralls', 'Uniforms']","['Womens athletic wear', 'Mens athletic wear', 'Boys athletic wear', 'Girls athletic wear', 'Infants athletic wear', 'Clothing hangers', 'Customs uniforms', 'Corporate uniforms', 'Unisex sweatshirt', 'Womens swimwear', 'Mens swimwear', 'Boys swimwear', 'Girls swimwear', 'Infants swimwear']"
